step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1627635979_stopped,1627635979_accumulated_waiting_time,1627635979_average_speed,GS_6410351174_stopped,GS_6410351174_accumulated_waiting_time,GS_6410351174_average_speed,GS_cluster_1193913723_1516363358_stopped,GS_cluster_1193913723_1516363358_accumulated_waiting_time,GS_cluster_1193913723_1516363358_average_speed,GS_cluster_1514516813_1637057199_1637057202_1637057203_stopped,GS_cluster_1514516813_1637057199_1637057202_1637057203_accumulated_waiting_time,GS_cluster_1514516813_1637057199_1637057202_1637057203_average_speed,GS_cluster_1637057155_1637057158_1637057169_653486066_stopped,GS_cluster_1637057155_1637057158_1637057169_653486066_accumulated_waiting_time,GS_cluster_1637057155_1637057158_1637057169_653486066_average_speed,GS_cluster_1646271653_21111520_6412799394_6641317282_stopped,GS_cluster_1646271653_21111520_6412799394_6641317282_accumulated_waiting_time,GS_cluster_1646271653_21111520_6412799394_6641317282_average_speed,GS_cluster_1646282857_1646282859_6463215687_6463215688_stopped,GS_cluster_1646282857_1646282859_6463215687_6463215688_accumulated_waiting_time,GS_cluster_1646282857_1646282859_6463215687_6463215688_average_speed,GS_cluster_1646282864_1646282868_6408185435_6408185436_stopped,GS_cluster_1646282864_1646282868_6408185435_6408185436_accumulated_waiting_time,GS_cluster_1646282864_1646282868_6408185435_6408185436_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.084757396635174,0,0.0,1.0,0,0.0,1.0,0,0.0,0.24016358315173036,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,16.038459069945052,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6048895738343386,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,2,0.0,0.0,14.422270590997725,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2364664566293345,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,3,5.0,0.1388888888888889,16.897208816591693,0,0.0,1.0,0,0.0,1.0,1,5.0,0.28462752114922646,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,5.0
25.0,0,0.0,0.0,16.912721610153465,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.550399332425194,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,1,1.0,0.019230769230769232,18.14261620150016,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.44617294126108037,1,1.0,0.09754075021205565,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0
35.0,4,16.0,0.2711864406779661,19.430805732840508,0,0.0,1.0,0,0.0,0.0761027289380091,0,0.0,1.0,1,2.0,0.0,3,14.0,0.2473784624932119,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,16.0
40.0,4,36.0,0.5625,18.95755746364717,0,0.0,1.0,0,0.0,0.4437127617234653,0,0.0,1.0,1,7.0,0.0,3,29.0,0.2170032665760068,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,36.0
45.0,7,59.0,0.7972972972972973,18.01846575163787,0,0.0,1.0,0,0.0,0.7305487383090301,0,0.0,1.0,1,12.0,0.10090681557244732,4,47.0,3.4741261714888812e-06,0,0.0,0.9972108168444629,1,0.0,0.0,0,0.0,1.0,6,59.0
50.0,8,86.0,1.0617283950617284,18.684192034098945,0,0.0,1.0,1,1.0,0.001717016161354364,0,0.0,1.0,2,18.0,0.0017268192815652272,4,67.0,0.0,0,0.0,0.9824963417197794,0,0.0,1.0,0,0.0,1.0,7,86.0
55.0,8,115.0,1.3068181818181819,18.686842430321246,0,0.0,1.0,0,0.0,1.0,1,0.0,0.0,2,28.0,0.0,4,87.0,0.06304767287233212,0,0.0,0.9697355607717025,0,0.0,1.0,0,0.0,1.0,7,115.0
60.0,9,147.0,1.5473684210526315,18.559761564342185,0,0.0,1.0,0,0.0,1.0,0,0.0,0.34902501855617335,2,38.0,0.0,5,109.0,0.00013896194895622984,0,0.0,0.5300629376537696,0,0.0,1.0,0,0.0,0.6675155521982361,7,147.0
65.0,9,184.0,1.7358490566037736,17.465485235562983,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6807058374034415,2,48.0,0.18325523212357772,5,134.0,0.15461442293679956,0,0.0,0.8608983762017459,0,0.0,1.0,1,2.0,0.26460667078171285,8,184.0
70.0,12,229.0,1.991304347826087,16.514082286730325,0,0.0,1.0,0,0.0,0.826739594065197,0,0.0,0.06701861873127335,2,58.0,0.0016280144118422217,7,163.0,0.03289855983435324,0,0.0,0.561271739626168,0,0.0,1.0,2,8.0,0.00022617614531302937,11,229.0
75.0,13,289.0,2.3688524590163933,17.45857904422816,0,0.0,1.0,0,0.0,0.849703401804371,0,0.0,1.0,3,73.0,1.1079126404764712e-06,7,198.0,0.03428901854260965,0,0.0,0.8182645297282374,0,0.0,1.0,2,18.0,0.0,12,289.0
80.0,17,360.0,2.706766917293233,17.237304154229218,0,0.0,1.0,0,0.0,0.2689891570856554,0,0.0,0.31340002370932035,3,88.0,0.07445509440130463,10,244.0,6.91855463853824e-05,0,0.0,0.9747132743476506,0,0.0,1.0,2,28.0,0.0,15,360.0
85.0,21,443.0,3.1870503597122304,17.126440672494276,0,0.0,1.0,0,0.0,1.0,1,2.0,0.4721402412498789,4,105.0,7.596885984922298e-05,10,294.0,0.030608130521292243,0,0.0,0.9736665895491091,0,0.0,0.23616680981829033,2,38.0,0.0,17,439.0
90.0,22,534.0,3.5364238410596025,16.93595216966183,0,0.0,0.9605700787656558,0,0.0,1.0,1,7.0,0.14290027801637573,4,125.0,0.10731671250293688,11,346.0,0.025008635720882952,0,0.0,0.8927283409717663,1,1.0,0.185231989469366,2,48.0,0.0,19,527.0
95.0,22,616.0,3.8742138364779874,17.079279462666708,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5708284934815843,5,148.0,0.08606613210152933,12,403.0,1.0464475362248254e-05,0,0.0,0.8452702125254469,1,6.0,0.0,2,58.0,0.09721066382877647,20,615.0
100.0,23,722.0,4.2976190476190474,17.65677229631231,0,0.0,1.0,0,0.0,1.0,0,0.0,0.30198616038216286,6,178.0,0.001821054447721832,12,463.0,0.0,0,0.0,0.9716446921273219,1,11.0,0.0,3,70.0,0.16214409168590843,22,722.0
105.0,25,839.0,4.740112994350283,17.89513964031329,0,0.0,1.0,0,0.0,1.0,1,2.0,0.355084850164278,7,215.0,0.05678956300777437,12,523.0,3.09254067531209e-07,0,0.0,0.928515194647674,1,16.0,0.0,3,85.0,0.0,24,841.0
110.0,28,962.0,5.2,17.314180608916324,0,0.0,1.0,0,0.0,1.0,2,8.0,0.19576110038764846,8,252.0,0.06280456297491374,12,583.0,0.05487451807643256,0,0.0,0.7570739873399472,1,21.0,0.0,3,100.0,0.0,26,964.0
