step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,7688405358_stopped,7688405358_accumulated_waiting_time,7688405358_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,7.979188459287545,0,0.0,1.0,0,0.0
10.0,1,0.0,0.0,8.974129306499679,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.914981055947528,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,14.402060890780993,0,0.0,1.0,0,0.0
25.0,1,0.0,0.0,11.273566189523878,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,13.472993564018513,0,0.0,1.0,0,0.0
35.0,1,0.0,0.0,13.55733666174385,0,0.0,1.0,0,0.0
40.0,0,0.0,0.0,13.130642307545173,0,0.0,1.0,0,0.0
45.0,0,0.0,0.0,12.545761096720888,0,0.0,1.0,0,0.0
50.0,0,0.0,0.0,14.065815528198572,0,0.0,1.0,0,0.0
55.0,2,0.0,0.0,12.01213331676584,0,0.0,0.19402058338672168,0,0.0
60.0,1,3.0,0.07142857142857142,12.463463296301102,1,3.0,2.361137561202216e-05,1,3.0
65.0,0,0.0,0.0,13.154656739149084,0,0.0,1.0,0,0.0
70.0,0,0.0,0.0,13.964772271143293,0,0.0,1.0,0,0.0
75.0,2,2.0,0.038461538461538464,12.361040665731592,0,0.0,1.0,0,0.0
80.0,1,0.0,0.0,12.947381726127873,0,0.0,0.5202069986594998,0,0.0
85.0,3,4.0,0.06666666666666667,13.344522705191224,1,2.0,0.00024039711734968273,1,2.0
90.0,2,1.0,0.015873015873015872,13.699921245463432,0,0.0,0.07285654955754609,0,0.0
95.0,2,10.0,0.15151515151515152,12.775407143225866,1,4.0,0.0843531404236585,1,4.0
100.0,4,17.0,0.25,13.933423813950794,2,12.0,0.3175732308898786,2,12.0
105.0,0,0.0,0.0,13.957159025364211,0,7.0,0.29032149510845534,0,7.0
110.0,0,0.0,0.0,14.091987452727778,0,1.0,0.3277533220538497,0,1.0
115.0,0,0.0,0.0,13.474466879993624,0,1.0,0.5918238246538376,0,1.0
120.0,2,2.0,0.02631578947368421,12.502832599049274,0,0.0,1.0,0,0.0
125.0,3,10.0,0.12987012987012986,13.168985140811575,0,0.0,1.0,0,0.0
130.0,3,11.0,0.1375,13.371523196256941,1,4.0,0.4851134774313893,1,4.0
135.0,1,0.0,0.0,13.963642069744058,0,0.0,0.34097118420280326,0,0.0
140.0,1,2.0,0.023255813953488372,14.13771195610232,1,5.0,0.14694282378322238,1,5.0
145.0,2,3.0,0.03488372093023256,12.707344096676865,0,5.0,0.09196566124489848,0,5.0
150.0,0,0.0,0.0,13.184132855571018,0,0.0,0.34906630619484513,0,0.0
155.0,2,3.0,0.03260869565217391,14.373393086783,1,3.0,0.006563621782664326,1,3.0
160.0,3,13.0,0.14130434782608695,13.890106026741512,2,12.0,0.0,2,12.0
165.0,0,0.0,0.0,14.226874647735547,0,7.0,0.1321764480298476,0,7.0
170.0,1,0.0,0.0,13.75010870769573,0,0.0,0.303471710857593,0,0.0
175.0,3,8.0,0.08421052631578947,13.208312431674477,3,8.0,0.0007529781993257169,3,8.0
180.0,2,3.0,0.031578947368421054,13.298633891074575,0,4.0,0.22100839504782696,0,4.0
185.0,1,3.0,0.031578947368421054,13.542643542473575,1,3.0,2.289216445707742e-05,1,3.0
190.0,1,8.0,0.08602150537634409,14.811408984774252,1,13.0,0.22832333149922346,1,13.0
195.0,0,0.0,0.0,13.837500770568145,0,7.0,0.31265763747712383,0,7.0
200.0,2,6.0,0.06521739130434782,14.391068907125472,2,7.0,0.06089466074422972,2,7.0
205.0,2,2.0,0.021505376344086023,13.838383066587173,1,3.0,0.09738136851968217,1,3.0
210.0,4,15.0,0.16304347826086957,12.952584089983853,3,16.0,0.07796436254052448,3,16.0
215.0,6,37.0,0.3978494623655914,13.364061932963907,4,33.0,0.001951666411689363,4,33.0
