step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_7621976415_7621976416_7621976420_7688405358_stopped,cluster_7621976415_7621976416_7621976420_7688405358_accumulated_waiting_time,cluster_7621976415_7621976416_7621976420_7688405358_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,14.457768690587336,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,15.951536017224633,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.501176657640968,0,0.0,1.0,0,0.0
20.0,1,0.0,0.0,11.737335104207933,0,0.0,1.0,0,0.0
25.0,1,0.0,0.0,12.50238814485864,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,15.244258142075713,0,0.0,1.0,0,0.0
35.0,0,0.0,0.0,15.871615516518514,0,0.0,1.0,0,0.0
40.0,0,0.0,0.0,15.144065533499575,0,0.0,0.38673271796184144,0,0.0
45.0,1,3.0,0.13043478260869565,14.62725773235008,1,3.0,8.996551857045453e-05,1,3.0
50.0,1,8.0,0.2962962962962963,15.441277261731507,1,8.0,0.0,1,8.0
55.0,2,13.0,0.4482758620689655,14.532208113252256,1,13.0,0.0,1,13.0
60.0,1,18.0,0.6428571428571429,15.32023825575654,1,18.0,0.0,1,18.0
65.0,1,23.0,0.7931034482758621,13.779325193283306,1,23.0,0.10235946753995555,1,23.0
70.0,2,31.0,1.0,11.683438294834792,2,31.0,6.927436402985468e-05,2,31.0
75.0,2,41.0,1.2424242424242424,11.346603628120313,2,41.0,0.0,2,41.0
80.0,2,51.0,1.5,12.786080339017072,2,51.0,0.0,2,51.0
85.0,0,0.0,0.0,11.849625128755388,0,16.0,0.12006191916391969,0,16.0
90.0,1,1.0,0.027777777777777776,12.311373118641649,1,1.0,0.0036422739621351685,1,1.0
95.0,0,0.0,0.0,12.591923659177176,0,0.0,1.0,0,0.0
100.0,1,0.0,0.0,11.961190531474921,0,0.0,0.10163379223532881,0,0.0
105.0,5,14.0,0.34146341463414637,11.739392018343382,2,9.0,0.17641630540573258,2,9.0
110.0,3,21.0,0.5,10.658700782167605,3,22.0,0.07798428303556876,3,22.0
115.0,1,2.0,0.043478260869565216,11.003840205840872,1,21.0,0.16174833768047803,1,21.0
120.0,1,2.0,0.0425531914893617,10.936703347429484,1,4.0,0.18039730040748317,1,4.0
125.0,1,2.0,0.041666666666666664,10.91363799559934,1,6.0,0.2032395073532323,1,6.0
130.0,2,10.0,0.2,12.830784805586772,2,12.0,6.043816032495326e-06,2,12.0
135.0,2,20.0,0.39215686274509803,11.059713305438757,2,22.0,0.15122921254427288,2,22.0
140.0,2,1.0,0.0196078431372549,11.74958525346139,1,12.0,0.0851785573456404,1,12.0
145.0,2,7.0,0.1346153846153846,11.61689888795839,1,7.0,0.17464636025149796,1,7.0
150.0,1,3.0,0.05660377358490566,11.712824272153236,1,9.0,0.08004976760882913,1,9.0
155.0,4,18.0,0.3333333333333333,11.249046912161122,3,17.0,0.07534915349916867,3,17.0
160.0,7,46.0,0.8679245283018868,10.829350343503993,4,36.0,1.5677382517968539e-06,4,36.0
165.0,4,17.0,0.3148148148148148,10.710454493027331,1,35.0,0.16665308809090354,1,35.0
170.0,2,3.0,0.05454545454545454,10.190392011081801,1,20.0,0.1805325864783184,1,20.0
175.0,1,2.0,0.03508771929824561,10.128182432256121,1,26.0,0.0925487378824131,1,26.0
180.0,4,16.0,0.27586206896551724,11.332020761214789,4,38.0,0.22459312818386215,4,38.0
185.0,6,41.0,0.6949152542372882,10.251376065477668,4,58.0,0.0,4,58.0
190.0,5,33.0,0.5409836065573771,10.928071603445757,1,49.0,0.06894699163870321,1,49.0
195.0,2,5.0,0.07936507936507936,11.46680345783508,0,26.0,0.2331121199048142,0,26.0
200.0,2,9.0,0.140625,10.940210278995796,1,20.0,0.12283386726752304,1,20.0
205.0,1,2.0,0.03125,12.710461758021225,1,35.0,0.07051975888083227,1,35.0
210.0,3,14.0,0.2153846153846154,12.342130608087793,3,42.0,0.0014564573437091367,3,42.0
215.0,6,14.0,0.22580645161290322,11.557996868582753,2,46.0,0.046937540566869676,2,46.0
220.0,3,13.0,0.21311475409836064,11.528966762499044,3,34.0,0.16768099309105133,3,34.0
225.0,2,4.0,0.06557377049180328,10.41332624077642,1,31.0,0.05503139405153442,1,31.0
230.0,4,19.0,0.3114754098360656,10.654436620605642,4,45.0,0.08813974979942636,4,45.0
235.0,5,16.0,0.25806451612903225,11.515349490953746,3,45.0,0.02334377705409515,3,45.0
240.0,3,16.0,0.25,10.935850956863085,3,33.0,0.0738737741018898,3,33.0
245.0,3,31.0,0.5,12.014168763909613,3,44.0,0.08659859690408676,3,44.0
250.0,1,1.0,0.016129032258064516,12.166660597522824,1,23.0,0.08632435949251674,1,23.0
255.0,5,17.0,0.2786885245901639,12.888457214326056,3,26.0,0.21825925108835015,3,26.0
260.0,5,35.0,0.5833333333333334,12.077170433763452,4,42.0,0.1230064014167056,4,42.0
265.0,5,16.0,0.26229508196721313,11.745502014241554,3,49.0,0.11297565754072718,3,49.0
270.0,4,28.0,0.4307692307692308,12.332656765385028,3,25.0,0.08499176081003612,3,25.0
275.0,5,23.0,0.35384615384615387,11.553583384846768,3,29.0,0.05839511909326584,3,29.0
280.0,4,34.0,0.5573770491803278,11.437272859194854,2,22.0,0.16580470200655612,2,22.0
285.0,3,30.0,0.5,10.815183794372063,2,18.0,0.03251597220116683,2,18.0
290.0,6,54.0,0.9310344827586207,10.982917795949934,4,27.0,0.07551847706376996,4,27.0
295.0,4,18.0,0.3050847457627119,11.638636837737382,1,26.0,0.06006603759339888,1,26.0
300.0,0,0.0,0.0,12.520880064960917,0,15.0,0.41790555091976844,0,15.0
305.0,1,2.0,0.03333333333333333,14.485808225983012,1,3.0,0.15199154041678503,1,3.0
310.0,2,8.0,0.13114754098360656,12.943395028065172,1,7.0,0.09648738413785057,1,7.0
315.0,4,19.0,0.3220338983050847,12.47671568858861,1,18.0,0.20904639220829152,1,18.0
320.0,3,20.0,0.32786885245901637,12.797844954481354,0,2.0,0.011103402318041874,0,2.0
325.0,4,40.0,0.7017543859649122,13.160163703830813,1,9.0,0.1555659011923918,1,9.0
330.0,3,12.0,0.2033898305084746,12.643724634296028,3,19.0,0.01671914428558277,3,19.0
335.0,5,8.0,0.13333333333333333,11.487313808079099,2,19.0,0.03833163423665831,2,19.0
340.0,2,6.0,0.1016949152542373,12.436729721235716,1,15.0,0.1570887507210812,1,15.0
345.0,1,3.0,0.05263157894736842,12.329767446710356,1,16.0,0.04002495666025054,1,16.0
350.0,3,17.0,0.2982456140350877,11.942841384297628,3,58.0,0.09158441783912989,3,58.0
355.0,4,8.0,0.14035087719298245,10.423243892504685,3,58.0,0.04356439969937525,3,58.0
360.0,4,18.0,0.3,11.426327861906072,4,55.0,0.07856741523881816,4,55.0
365.0,4,15.0,0.24193548387096775,10.9823965325592,3,65.0,0.043063862698700967,3,65.0
370.0,4,18.0,0.28125,10.559487279045722,3,68.0,0.08371188017681651,3,68.0
375.0,6,44.0,0.7213114754098361,10.388853350736477,5,93.0,0.07274698359111974,5,93.0
380.0,8,72.0,1.1428571428571428,10.225942110432904,6,126.0,0.09078864578513827,6,126.0
385.0,3,19.0,0.296875,11.048504337584303,1,74.0,0.06512431874232213,1,74.0
390.0,1,4.0,0.06451612903225806,12.335597408963663,1,40.0,0.16190376997658495,1,40.0
395.0,2,9.0,0.14516129032258066,12.897843080622552,1,9.0,0.28758263237331755,1,9.0
400.0,2,17.0,0.27419354838709675,14.364000719123238,2,17.0,5.2541040875331674e-05,2,17.0
405.0,0,0.0,0.0,13.0169032538216,0,8.0,0.23651295517051885,0,8.0
410.0,3,8.0,0.13114754098360656,11.964435407128107,2,10.0,0.20132106260584617,2,10.0
415.0,1,2.0,0.03389830508474576,11.072526349253192,1,3.0,0.05305245205092503,1,3.0
420.0,1,7.0,0.12727272727272726,11.166732031658254,1,7.0,0.2998082181589134,1,7.0
425.0,1,3.0,0.05660377358490566,12.668419908712458,1,5.0,0.0926653642028136,1,5.0
430.0,2,11.0,0.21568627450980393,11.515840878019292,1,10.0,0.3861008810286027,1,10.0
435.0,2,15.0,0.2830188679245283,11.537009786906767,1,15.0,0.0,1,15.0
440.0,1,18.0,0.3673469387755102,12.36224029847759,1,20.0,0.1584330522935181,1,20.0
445.0,0,0.0,0.0,12.505554658098617,0,3.0,0.07556314862547599,0,3.0
450.0,1,0.0,0.0,12.387567358235918,0,0.0,0.20736731474028985,0,0.0
455.0,0,0.0,0.0,13.119005924688082,0,0.0,0.33466964555813683,0,0.0
460.0,0,0.0,0.0,11.225418674160172,0,2.0,0.2085664439322631,0,2.0
465.0,3,9.0,0.1956521739130435,11.146971770621862,3,11.0,0.13923357245425366,3,11.0
470.0,1,1.0,0.022727272727272728,11.821272610187048,0,7.0,0.16463391688840878,0,7.0
