step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1627635979_stopped,1627635979_accumulated_waiting_time,1627635979_average_speed,GS_6410351174_stopped,GS_6410351174_accumulated_waiting_time,GS_6410351174_average_speed,GS_cluster_1193913723_1516363358_stopped,GS_cluster_1193913723_1516363358_accumulated_waiting_time,GS_cluster_1193913723_1516363358_average_speed,GS_cluster_1514516813_1637057199_1637057202_1637057203_stopped,GS_cluster_1514516813_1637057199_1637057202_1637057203_accumulated_waiting_time,GS_cluster_1514516813_1637057199_1637057202_1637057203_average_speed,GS_cluster_1637057155_1637057158_1637057169_653486066_stopped,GS_cluster_1637057155_1637057158_1637057169_653486066_accumulated_waiting_time,GS_cluster_1637057155_1637057158_1637057169_653486066_average_speed,GS_cluster_1646271653_21111520_6412799394_6641317282_stopped,GS_cluster_1646271653_21111520_6412799394_6641317282_accumulated_waiting_time,GS_cluster_1646271653_21111520_6412799394_6641317282_average_speed,GS_cluster_1646282857_1646282859_6463215687_6463215688_stopped,GS_cluster_1646282857_1646282859_6463215687_6463215688_accumulated_waiting_time,GS_cluster_1646282857_1646282859_6463215687_6463215688_average_speed,GS_cluster_1646282864_1646282868_6408185435_6408185436_stopped,GS_cluster_1646282864_1646282868_6408185435_6408185436_accumulated_waiting_time,GS_cluster_1646282864_1646282868_6408185435_6408185436_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.005675648548156,0,0.0,1.0,0,0.0,1.0,0,0.0,0.30965125449260367,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,17.002662176919237,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7050011496425281,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,2,0.0,0.0,15.286423103647397,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2660919407926302,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,3,2.0,0.05555555555555555,17.279740272516985,0,0.0,1.0,0,0.0,1.0,1,2.0,0.28983713420773083,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,2.0
25.0,0,0.0,0.0,16.65402903106734,0,0.0,1.0,0,0.0,1.0,0,0.0,0.005229661101853994,0,0.0,0.5077700438573416,0,0.0,0.4432273133751151,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,2,5.0,0.09615384615384616,18.10506602379433,0,0.0,1.0,0,0.0,1.0,1,5.0,0.0,0,0.0,0.004728088424659407,0,0.0,0.006788022717734797,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0
35.0,3,15.0,0.2542372881355932,18.690900044061586,0,0.0,1.0,0,0.0,0.07418685875446616,0,0.0,1.0,1,5.0,0.0,2,10.0,0.2743819954654855,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,15.0
40.0,5,33.0,0.515625,18.54735527769744,0,0.0,1.0,0,0.0,0.3754428154112689,0,0.0,1.0,1,10.0,0.0,4,23.0,0.16076160040025098,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,5,33.0
45.0,7,58.0,0.7837837837837838,17.370273287805404,0,0.0,1.0,0,0.0,0.7015437631492069,0,0.0,1.0,1,15.0,0.07557988949987153,4,43.0,0.0325257157492665,0,0.0,0.9542726710794559,1,0.0,0.0,0,0.0,1.0,6,58.0
