step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1627635979_stopped,1627635979_accumulated_waiting_time,1627635979_average_speed,GS_6410351174_stopped,GS_6410351174_accumulated_waiting_time,GS_6410351174_average_speed,GS_cluster_1193913723_1516363358_stopped,GS_cluster_1193913723_1516363358_accumulated_waiting_time,GS_cluster_1193913723_1516363358_average_speed,GS_cluster_1514516813_1637057199_1637057202_1637057203_stopped,GS_cluster_1514516813_1637057199_1637057202_1637057203_accumulated_waiting_time,GS_cluster_1514516813_1637057199_1637057202_1637057203_average_speed,GS_cluster_1637057155_1637057158_1637057169_653486066_stopped,GS_cluster_1637057155_1637057158_1637057169_653486066_accumulated_waiting_time,GS_cluster_1637057155_1637057158_1637057169_653486066_average_speed,GS_cluster_1646271653_21111520_6412799394_6641317282_stopped,GS_cluster_1646271653_21111520_6412799394_6641317282_accumulated_waiting_time,GS_cluster_1646271653_21111520_6412799394_6641317282_average_speed,GS_cluster_1646282857_1646282859_6463215687_6463215688_stopped,GS_cluster_1646282857_1646282859_6463215687_6463215688_accumulated_waiting_time,GS_cluster_1646282857_1646282859_6463215687_6463215688_average_speed,GS_cluster_1646282864_1646282868_6408185435_6408185436_stopped,GS_cluster_1646282864_1646282868_6408185435_6408185436_accumulated_waiting_time,GS_cluster_1646282864_1646282868_6408185435_6408185436_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.116112436054792,0,0.0,1.0,0,0.0,1.0,0,0.0,0.25777829810805,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,16.611143056488697,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5633010160493864,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,2,0.0,0.0,14.586082317339024,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2672658800638115,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,3,5.0,0.1388888888888889,17.07647775939469,0,0.0,1.0,0,0.0,1.0,1,5.0,0.36340639990233803,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,5.0
25.0,0,0.0,0.0,17.193449627692356,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.49281129591952944,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,1,1.0,0.019230769230769232,18.937141899236988,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.2929631529689572,1,1.0,0.37092054180955025,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0
35.0,2,7.0,0.11864406779661017,19.808060463519443,0,0.0,1.0,0,0.0,0.07591121080183141,0,0.0,1.0,0,0.0,1.0,2,7.0,0.2503100785139441,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,7.0
40.0,3,22.0,0.34375,19.712155691162046,0,0.0,1.0,0,0.0,0.4161384455647115,0,0.0,1.0,0,0.0,1.0,3,22.0,0.11133285197456187,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,22.0
45.0,6,40.0,0.547945205479452,18.8616184005903,0,0.0,1.0,0,0.0,0.7233598219592098,0,0.0,1.0,0,0.0,0.14710071260493437,4,40.0,0.11004969932185935,0,0.0,0.9601714387240442,1,0.0,0.0,0,0.0,1.0,5,40.0
